size, log2, FFTPack      , FFTW(estim)  , FFTW (auto)  , Green        , Kiss         , PFFFT-U(simd), PFFFT (simd) , 
16, 4.000, 2870.067200, 5479.219200, 5870.592000, 1956.864000, 2739.609600, 6653.337600, 5740.134400, 
32, 5.000, 3130.982400, 7305.625600, 14872.166400, 2609.152000, 2348.236800, 8479.744000, 6914.252800, 
64, 6.000, 4304.830464, 20480.557056, 16567.074816, 3783.032832, 3261.235200, 10957.750272, 9261.907968, 
128, 7.000, 5087.846400, 20351.385600, 22699.622400, 3261.440000, 2870.067200, 13437.132800, 9914.777600, 
256, 8.000, 5216.665600, 25300.828160, 27126.661120, 3651.665920, 3129.999360, 13693.747200, 12259.164160, 
512, 9.000, 5083.693056, 26330.923008, 27895.136256, 3910.533120, 3258.777600, 14338.621440, 12383.354880, 
1024, 10.000, 5086.248960, 27257.077760, 25561.661440, 3651.665920, 3651.665920, 15780.413440, 14737.080320, 
2048, 11.000, 5190.451200, 26990.346240, 24135.598080, 4022.599680, 3244.032000, 12067.799040, 12327.321600, 
4096, 12.000, 5030.019072, 19604.176896, 0.000000, 3869.245440, 3482.320896, 12768.509952, 11478.761472, 
8192, 13.000, 5179.965440, 12431.917056, 0.000000, 3237.478400, 3107.979264, 11654.922240, 10489.430016, 
16384, 14.000, 4110.417920, 14562.623488, 0.000000, 3523.215360, 3288.334336, 12683.575296, 11626.610688, 
32768, 15.000, 4781.506560, 13715.374080, 0.000000, 3397.386240, 2768.240640, 10066.329600, 9185.525760, 
65536, 16.000, 4362.076160, 11140.071424, 0.000000, 3221.225472, 2751.463424, 10133.438464, 9462.349824, 
131072, 17.000, 4278.190080, 10695.475200, 0.000000, 3137.339392, 2281.701376, 8841.592832, 8698.986496, 
262144, 18.000, 3623.878656, 9663.676416, 0.000000, 3019.898880, 1921.753833, 9361.686528, 8757.706752, 
524288, 19.000, 3187.671040, 3187.671040, 0.000000, 2550.136832, 1366.144731, 6375.342080, 6375.342080, 
1048576, 20.000, 3355.443200, 3355.443200, 0.000000, 2684.354560, 1342.177280, 6710.886400, 6100.805818, 
