size, log2, FFTPack      , FFTW(estim)  , FFTW (auto)  , Green        , Kiss         , PFFFT-U(simd), PFFFT (simd) , 
16, 4.000, 1870.819328, 5077.938176, 5612.457984, 4409.788416, 1737.189376, 1870.819328, 1737.189376, 
32, 5.000, 2405.283840, 3340.672000, 5612.328960, 2004.403200, 2405.283840, 4944.194560, 4676.940800, 
64, 6.000, 3474.112512, 4142.211072, 6280.126464, 2806.013952, 2271.535104, 7616.323584, 6280.126464, 
128, 7.000, 4409.180160, 5611.683840, 8150.302720, 3340.288000, 2939.453440, 9753.640960, 8951.971840, 
256, 8.000, 4142.465024, 8017.674240, 10823.860224, 3207.069696, 2806.185984, 12961.906688, 11224.743936, 
512, 9.000, 4809.424896, 9218.064384, 10821.206016, 3206.283264, 3072.688128, 14161.084416, 14027.489280, 
1024, 10.000, 4934.533120, 8668.774400, 11736.186880, 3600.875520, 2800.680960, 17470.914560, 17070.817280, 
2048, 11.000, 5067.898880, 9869.066240, 13469.941760, 3467.509760, 3200.778240, 14403.502080, 15603.793920, 
4096, 12.000, 4888.461312, 10041.163776, 0.000000, 3303.014400, 3303.014400, 15458.107392, 13212.057600, 
8192, 13.000, 4385.931264, 9037.676544, 0.000000, 3189.768192, 3322.675200, 12360.351744, 11562.909696, 
16384, 14.000, 4492.099584, 9644.802048, 0.000000, 3170.893824, 3170.893824, 13476.298752, 12683.575296, 
32768, 15.000, 4278.190080, 8430.551040, 0.000000, 3523.215360, 3271.557120, 12708.741120, 11576.279040, 
65536, 16.000, 4227.858432, 7348.420608, 0.000000, 3120.562176, 2717.908992, 9160.359936, 9361.686528, 
131072, 17.000, 3779.067904, 6417.285120, 0.000000, 3137.339392, 2566.914048, 8128.561152, 8627.683328, 
262144, 18.000, 3623.878656, 7096.762368, 0.000000, 3019.898880, 2264.924160, 9210.691584, 7851.737088, 
524288, 19.000, 2868.903936, 6694.109184, 0.000000, 2868.903936, 1912.602624, 9244.246016, 7969.177600, 
1048576, 20.000, 3355.443200, 6710.886400, 0.000000, 2440.322327, 1342.177280, 6710.886400, 6039.797760, 
