size, log2, FFTPack      , FFTW(estim)  , FFTW (auto)  , Green        , Kiss         , PFFFT-U(simd), PFFFT (simd) , 
16, 4.000, 1.739130, 1.025641, 0.952381, 3.076923, 2.000000, 0.800000, 1.000000, 
32, 5.000, 2.040000, 0.879310, 0.481132, 2.428571, 3.642857, 0.910714, 1.000000, 
64, 6.000, 1.882353, 0.477612, 0.438356, 2.560000, 2.909091, 0.735632, 1.000000, 
128, 7.000, 2.052632, 0.537931, 0.461538, 3.250000, 4.588235, 0.838710, 1.000000, 
256, 8.000, 2.075000, 0.477011, 0.497006, 2.862069, 3.608696, 0.798077, 1.000000, 
512, 9.000, 2.243902, 0.489362, 0.467005, 3.172414, 4.380952, 0.901961, 1.000000, 
1024, 10.000, 2.805556, 0.500000, 0.495098, 4.208333, 3.884615, 0.926606, 1.000000, 
2048, 11.000, 2.200000, 0.470588, 0.470588, 3.384615, 4.000000, 0.936170, 1.000000, 
4096, 12.000, 2.441176, 0.592857, 0.592857, 2.964286, 3.320000, 0.864583, 1.000000, 
8192, 13.000, 2.027027, 0.728155, 0.728155, 3.571429, 3.260870, 0.872093, 1.000000, 
16384, 14.000, 2.548387, 0.759615, 0.759615, 3.038462, 3.291667, 0.940476, 1.000000, 
32768, 15.000, 1.852941, 0.600000, 0.600000, 2.520000, 3.000000, 0.777778, 1.000000, 
65536, 16.000, 2.680851, 0.812903, 0.812903, 2.571429, 3.230769, 0.906475, 1.000000, 
131072, 17.000, 2.037037, 0.808824, 0.808824, 2.619048, 3.928571, 0.964912, 1.000000, 
262144, 18.000, 1.916667, 0.793103, 0.793103, 2.300000, 3.833333, 0.766667, 1.000000, 
524288, 19.000, 1.650000, 1.650000, 1.650000, 2.250000, 4.950000, 1.000000, 1.000000, 
1048576, 20.000, 1.818182, 1.818182, 1.818182, 2.272727, 5.454545, 1.000000, 1.000000, 
